,title,term,tfidf
17890476,Explore a World of Research with  SAGE Research Methods (SRM),meeting,0.10034244174552506
17178002,Feminist Futures: Worldbuilding with Caitlin Conlen &amp; Paisley Smith,paisley,0.23698651905663926
17183813,Feminist Futures: Worldbuilding with Caitlin Conlen &amp; Paisley Smith,worldbuilding,0.23698651905663926
17170582,Feminist Futures: Worldbuilding with Caitlin Conlen &amp; Paisley Smith,caitlin,0.22413641355809955
17169478,Feminist Futures: Worldbuilding with Caitlin Conlen &amp; Paisley Smith,amp paisley,0.15799101270442617
17171451,Feminist Futures: Worldbuilding with Caitlin Conlen &amp; Paisley Smith,conlen,0.15799101270442617
17180949,Feminist Futures: Worldbuilding with Caitlin Conlen &amp; Paisley Smith,smith,0.15799101270442617
17170583,Feminist Futures: Worldbuilding with Caitlin Conlen &amp; Paisley Smith,caitlin amp,0.14942427570539968
17177325,Feminist Futures: Worldbuilding with Caitlin Conlen &amp; Paisley Smith,narratives,0.13477934207552564
17173305,Feminist Futures: Worldbuilding with Caitlin Conlen &amp; Paisley Smith,event,0.12013440844565157
17169466,Feminist Futures: Worldbuilding with Caitlin Conlen &amp; Paisley Smith,amp,0.10732786625239518
4034313,Fighting Imposter Syndrome: Empowering Yourself and Reclaiming Your Expertise,impostor,0.25284927967870746
4034314,Fighting Imposter Syndrome: Empowering Yourself and Reclaiming Your Expertise,impostor syndrome,0.25284927967870746
4041186,Fighting Imposter Syndrome: Empowering Yourself and Reclaiming Your Expertise,syndrome,0.25284927967870746
4043159,Fighting Imposter Syndrome: Empowering Yourself and Reclaiming Your Expertise,worth,0.229411484984754
4038317,Fighting Imposter Syndrome: Empowering Yourself and Reclaiming Your Expertise,professional,0.1767250214377739
4028418,Fighting Imposter Syndrome: Empowering Yourself and Reclaiming Your Expertise,abilities impostor,0.12642463983935373
4028472,Fighting Imposter Syndrome: Empowering Yourself and Reclaiming Your Expertise,academics professional,0.12642463983935373
4028680,Fighting Imposter Syndrome: Empowering Yourself and Reclaiming Your Expertise,affirm,0.12642463983935373
4028681,Fighting Imposter Syndrome: Empowering Yourself and Reclaiming Your Expertise,affirm worth,0.12642463983935373
4029572,Fighting Imposter Syndrome: Empowering Yourself and Reclaiming Your Expertise,behaviors thoughts,0.12642463983935373
9371823,Finding Beauty: Scanners as a Creative Tool,large format,0.17055986767068243
9371821,Finding Beauty: Scanners as a Creative Tool,large,0.13625335297073335
9369801,Finding Beauty: Scanners as a Creative Tool,format,0.11586625309904341
9367125,Finding Beauty: Scanners as a Creative Tool,community,0.11205591499844637
9365680,Finding Beauty: Scanners as a Creative Tool,arranging,0.08527993383534122
9365681,Finding Beauty: Scanners as a Creative Tool,arranging cliché,0.08527993383534122
9365711,Finding Beauty: Scanners as a Creative Tool,artist charity,0.08527993383534122
9365722,Finding Beauty: Scanners as a Creative Tool,arts department,0.08527993383534122
9365923,Finding Beauty: Scanners as a Creative Tool,available digital,0.08527993383534122
9366016,Finding Beauty: Scanners as a Creative Tool,basic knowledge,0.08527993383534122
18898467,Forecasting the Future: Writing Speculative Micro-Fiction ,futures,0.27246394984261063
18898472,Forecasting the Future: Writing Speculative Micro-Fiction ,futures thinking,0.18614069473414313
18906540,Forecasting the Future: Writing Speculative Micro-Fiction ,thinking,0.17774623512205587
18898453,Forecasting the Future: Writing Speculative Micro-Fiction ,future,0.148228083628417
18900768,Forecasting the Future: Writing Speculative Micro-Fiction ,ll,0.12096527544743632
18894066,Forecasting the Future: Writing Speculative Micro-Fiction ,approaches use,0.10909890348801819
18894531,Forecasting the Future: Writing Speculative Micro-Fiction ,basis,0.10909890348801819
18894532,Forecasting the Future: Writing Speculative Micro-Fiction ,basis discussing,0.10909890348801819
18895198,Forecasting the Future: Writing Speculative Micro-Fiction ,choosing extremely,0.10909890348801819
18895473,Forecasting the Future: Writing Speculative Micro-Fiction ,collective future,0.10909890348801819
15938377,Fundamentals of Deep Learning for Computer Vision with NVIDIA,deep learning,0.29038329231286825
15938374,Fundamentals of Deep Learning for Computer Vision with NVIDIA,deep,0.2754923905438196
15942322,Fundamentals of Deep Learning for Computer Vision with NVIDIA,learning,0.17552780439794222
15948654,Fundamentals of Deep Learning for Computer Vision with NVIDIA,training,0.16861009601132354
15943809,Fundamentals of Deep Learning for Computer Vision with NVIDIA,nvidia,0.1654673090420886
15947265,Fundamentals of Deep Learning for Computer Vision with NVIDIA,solving problems,0.1654673090420886
15947507,Fundamentals of Deep Learning for Computer Vision with NVIDIA,start solving,0.15649518528494719
15947261,Fundamentals of Deep Learning for Computer Vision with NVIDIA,solving,0.1377461952719098
15943692,Fundamentals of Deep Learning for Computer Vision with NVIDIA,networks,0.12774467754445154
15945079,Fundamentals of Deep Learning for Computer Vision with NVIDIA,problems,0.11945346843138102
18452517,Futures Thinking 101,futures,0.2715393829739935
18460590,Futures Thinking 101,thinking,0.2657146186066479
17605212,Futures Thinking 101,futures,0.2458490016473629
17613285,Futures Thinking 101,thinking,0.24057531910135743
18452523,Futures Thinking 101,futurist,0.19081107797555458
17605218,Futures Thinking 101,futurist,0.17275841356699279
18452503,Futures Thinking 101,future,0.14772509314031532
18454547,Futures Thinking 101,leave,0.14643240813893707
17605198,Futures Thinking 101,future,0.133748800152089
17607242,Futures Thinking 101,leave,0.13257841627055902
3529182,GIS-powered Data Visualization with Insights,insights,0.3058697466722916
3544047,GIS-powered Data Visualization with Insights,insights,0.3058697466722916
3530702,GIS-powered Data Visualization with Insights,maps,0.26227132927826563
3545567,GIS-powered Data Visualization with Insights,maps,0.26227132927826563
3535099,GIS-powered Data Visualization with Insights,spatial,0.21625815885545396
3549964,GIS-powered Data Visualization with Insights,spatial,0.21625815885545396
3523419,GIS-powered Data Visualization with Insights,analysis,0.20030454549115584
3538284,GIS-powered Data Visualization with Insights,analysis,0.20030454549115584
3524722,GIS-powered Data Visualization with Insights,charts,0.19459710052210236
3539587,GIS-powered Data Visualization with Insights,charts,0.19459710052210236
18378349,Get Jiggy with Git,git,0.27788729911916116
18380026,Get Jiggy with Git,latex,0.20841547433937085
18378357,Get Jiggy with Git,github,0.20262428024915682
18379743,Get Jiggy with Git,jiggy,0.1497607662534912
18377193,Get Jiggy with Git,engineering,0.11181891219540664
18376761,Get Jiggy with Git,documents,0.09104911523727804
18386361,Get Jiggy with Git,tool,0.07845574504615972
18373246,Get Jiggy with Git,accessible educational,0.0748803831267456
18373534,Get Jiggy with Git,amp computer,0.0748803831267456
18374372,Get Jiggy with Git,biography selene,0.0748803831267456
17471584,Get Jiggy with Git: Introduction to Git and GitHub,git,0.27788729911916116
17473261,Get Jiggy with Git: Introduction to Git and GitHub,latex,0.20841547433937085
17471592,Get Jiggy with Git: Introduction to Git and GitHub,github,0.20262428024915682
17472978,Get Jiggy with Git: Introduction to Git and GitHub,jiggy,0.1497607662534912
17470428,Get Jiggy with Git: Introduction to Git and GitHub,engineering,0.11181891219540664
17469996,Get Jiggy with Git: Introduction to Git and GitHub,documents,0.09104911523727804
17479596,Get Jiggy with Git: Introduction to Git and GitHub,tool,0.07845574504615972
17466481,Get Jiggy with Git: Introduction to Git and GitHub,accessible educational,0.0748803831267456
17466769,Get Jiggy with Git: Introduction to Git and GitHub,amp computer,0.0748803831267456
17467607,Get Jiggy with Git: Introduction to Git and GitHub,biography selene,0.0748803831267456
227893,Getting Started with 3D Design,free,0.21889079149860466
2130613,Getting Started with 3D Design,free,0.21889079149860466
4196848,Getting Started with 3D Design,free,0.21889079149860466
5594158,Getting Started with 3D Design,free,0.21889079149860466
5876593,Getting Started with 3D Design,free,0.21889079149860466
7199578,Getting Started with 3D Design,free,0.21889079149860466
7794178,Getting Started with 3D Design,free,0.21889079149860466
9236083,Getting Started with 3D Design,free,0.21889079149860466
13591528,Getting Started with 3D Design,free,0.21889079149860466
14394238,Getting Started with 3D Design,free,0.21889079149860466
113778,Getting Started with 3D Printing,printing,0.22940864913256984
2031363,Getting Started with 3D Printing,printing,0.22940864913256984
4067868,Getting Started with 3D Printing,printing,0.22940864913256984
5405718,Getting Started with 3D Printing,printing,0.22940864913256984
5925993,Getting Started with 3D Printing,printing,0.22940864913256984
7159788,Getting Started with 3D Printing,printing,0.22940864913256984
8021958,Getting Started with 3D Printing,printing,0.22940864913256984
10340898,Getting Started with 3D Printing,printing,0.22940864913256984
13640928,Getting Started with 3D Printing,printing,0.22940864913256984
14562558,Getting Started with 3D Printing,printing,0.22940864913256984
85563,Getting Started with 3D Scanning,scanning,0.23988614715623696
1022058,Getting Started with 3D Scanning,scanning,0.23988614715623696
3682893,Getting Started with 3D Scanning,scanning,0.23988614715623696
15560028,Getting Started with 3D Scanning,scanning,0.23988614715623696
77871,Getting Started with 3D Scanning,display manipulation,0.18391867454479688
78683,Getting Started with 3D Scanning,experience number,0.18391867454479688
81338,Getting Started with 3D Scanning,learn scan,0.18391867454479688
81358,Getting Started with 3D Scanning,learn utilize,0.18391867454479688
81492,Getting Started with 3D Scanning,libraries learn,0.18391867454479688
81977,Getting Started with 3D Scanning,manipulation printing,0.18391867454479688
7284531,Getting Started with Augmented Reality,ar,0.3783122676931441
7611561,Getting Started with Augmented Reality,ar,0.3783122676931441
7953456,Getting Started with Augmented Reality,ar,0.3783122676931441
8414271,Getting Started with Augmented Reality,ar,0.3783122676931441
8800761,Getting Started with Augmented Reality,ar,0.3783122676931441
9648066,Getting Started with Augmented Reality,ar,0.3783122676931441
10004826,Getting Started with Augmented Reality,ar,0.3783122676931441
10480506,Getting Started with Augmented Reality,ar,0.3783122676931441
10956186,Getting Started with Augmented Reality,ar,0.3783122676931441
11372406,Getting Started with Augmented Reality,ar,0.3783122676931441
8875355,Getting Started with Autodesk Fusion 360,autodesk,0.31194205230253924
15401090,Getting Started with Autodesk Fusion 360,autodesk,0.31194205230253924
8875356,Getting Started with Autodesk Fusion 360,autodesk account,0.2079613682016928
8879440,Getting Started with Autodesk Fusion 360,fusion,0.2079613682016928
15401091,Getting Started with Autodesk Fusion 360,autodesk account,0.2079613682016928
15405175,Getting Started with Autodesk Fusion 360,fusion,0.2079613682016928
8888961,Getting Started with Autodesk Fusion 360,workshop,0.16352709890930062
15414696,Getting Started with Autodesk Fusion 360,workshop,0.16352709890930062
8888271,Getting Started with Autodesk Fusion 360,using design,0.1468150701082793
15414006,Getting Started with Autodesk Fusion 360,using design,0.1468150701082793
12606735,Getting Started with Bookbinding,binding,0.39269913909064535
14479725,Getting Started with Bookbinding,binding,0.39269913909064535
12606400,Getting Started with Bookbinding,attendees home,0.1308997130302151
12606736,Getting Started with Bookbinding,binding participants,0.1308997130302151
12606737,Getting Started with Bookbinding,binding simple,0.1308997130302151
12606738,Getting Started with Bookbinding,binding terminology,0.1308997130302151
12606813,Getting Started with Bookbinding,book,0.1308997130302151
12606814,Getting Started with Bookbinding,book session,0.1308997130302151
12606819,Getting Started with Bookbinding,books construct,0.1308997130302151
12607932,Getting Started with Bookbinding,conservation staff,0.1308997130302151
1736303,Getting Started with Circuits and Soldering,soldering,0.3363712119585599
5660663,Getting Started with Circuits and Soldering,soldering,0.3363712119585599
8172848,Getting Started with Circuits and Soldering,soldering,0.3363712119585599
1728251,Getting Started with Circuits and Soldering,electronics,0.23963103255725232
5652611,Getting Started with Circuits and Soldering,electronics,0.23963103255725232
8164796,Getting Started with Circuits and Soldering,electronics,0.23963103255725232
1725399,Getting Started with Circuits and Soldering,basic electronic,0.17390530667963577
1726140,Getting Started with Circuits and Soldering,circuits soldering,0.17390530667963577
1726607,Getting Started with Circuits and Soldering,components make,0.17390530667963577
1726741,Getting Started with Circuits and Soldering,connections solder,0.17390530667963577
1252618,Getting Started with Digital Embroidery,embroidery,0.5499672311953562
8997283,Getting Started with Digital Embroidery,embroidery,0.5499672311953562
15314908,Getting Started with Digital Embroidery,embroidery,0.5499672311953562
1252081,Getting Started with Digital Embroidery,digital embroidery,0.1998028075519465
8996746,Getting Started with Digital Embroidery,digital embroidery,0.1998028075519465
15314371,Getting Started with Digital Embroidery,digital embroidery,0.1998028075519465
1256406,Getting Started with Digital Embroidery,materials,0.13765811404971207
9001071,Getting Started with Digital Embroidery,materials,0.13765811404971207
15318696,Getting Started with Digital Embroidery,materials,0.13765811404971207
1249729,Getting Started with Digital Embroidery,basic operations,0.09990140377597324
2657354,Getting Started with Digital Sculpting,sculpting,0.31411390148735385
6581714,Getting Started with Digital Sculpting,sculpting,0.31411390148735385
8380379,Getting Started with Digital Sculpting,sculpting,0.31411390148735385
8677679,Getting Started with Digital Sculpting,sculpting,0.31411390148735385
8692544,Getting Started with Digital Sculpting,sculpting,0.31411390148735385
15545309,Getting Started with Digital Sculpting,sculpting,0.31411390148735385
16585859,Getting Started with Digital Sculpting,sculpting,0.31411390148735385
16749374,Getting Started with Digital Sculpting,sculpting,0.31411390148735385
16823699,Getting Started with Digital Sculpting,sculpting,0.31411390148735385
17433164,Getting Started with Digital Sculpting,sculpting,0.31411390148735385
14791363,Getting Started with GIS,arcgis,0.31066667881887866
17080573,Getting Started with GIS,arcgis,0.23862728624514792
14791365,Getting Started with GIS,arcgis online,0.22188013094556414
17080363,Getting Started with GIS,analyze map,0.1484034002916712
17080576,Getting Started with GIS,arcgis pro,0.1484034002916712
17080586,Getting Started with GIS,arcmap,0.1484034002916712
17080587,Getting Started with GIS,arcmap briefly,0.1484034002916712
17081256,Getting Started with GIS,briefly cover,0.1484034002916712
17082520,Getting Started with GIS,cover grass,0.1484034002916712
17082829,Getting Started with GIS,data look,0.1484034002916712
17678443,Getting Started with Hand Embroidery,embroidery,0.6253970302453109
18629803,Getting Started with Hand Embroidery,embroidery,0.6253970302453109
19164943,Getting Started with Hand Embroidery,embroidery,0.6253970302453109
17679924,Getting Started with Hand Embroidery,hand embroidery,0.22720641410956446
18631284,Getting Started with Hand Embroidery,hand embroidery,0.22720641410956446
19166424,Getting Started with Hand Embroidery,hand embroidery,0.22720641410956446
17679923,Getting Started with Hand Embroidery,hand,0.17875115386381787
18631283,Getting Started with Hand Embroidery,hand,0.17875115386381787
19166423,Getting Started with Hand Embroidery,hand,0.17875115386381787
17688481,Getting Started with Hand Embroidery,various,0.11055724368000062
3217528,Getting Started with Kaggle Competitions,kaggle,0.2111063739737919
6354043,Getting Started with Kaggle Competitions,kaggle,0.2111063739737919
3220427,Getting Started with Kaggle Competitions,predictive,0.19041603553250047
6356942,Getting Started with Kaggle Competitions,predictive,0.19041603553250047
3218310,Getting Started with Kaggle Competitions,machine learning,0.1751679679696143
6354825,Getting Started with Kaggle Competitions,machine learning,0.1751679679696143
3218305,Getting Started with Kaggle Competitions,machine,0.1478168282913432
6354820,Getting Started with Kaggle Competitions,machine,0.1478168282913432
3213052,Getting Started with Kaggle Competitions,competitions,0.1407375826491946
6349567,Getting Started with Kaggle Competitions,competitions,0.1407375826491946
14047617,Getting Started with Knitting,addition participants,0.15259894878065586
14048196,Getting Started with Knitting,arts crafts,0.15259894878065586
14048522,Getting Started with Knitting,basics hand,0.15259894878065586
14049045,Getting Started with Knitting,cast,0.15259894878065586
14049046,Getting Started with Knitting,cast project,0.15259894878065586
14050085,Getting Started with Knitting,craft informative,0.15259894878065586
14050090,Getting Started with Knitting,crafts,0.15259894878065586
14050091,Getting Started with Knitting,crafts participants,0.15259894878065586
14052054,Getting Started with Knitting,fibers,0.15259894878065586
14052055,Getting Started with Knitting,fibers arts,0.15259894878065586
12873313,Getting Started with Machine Drawing: Designing and Creating a Card,adobe,0.18140466269448027
12873314,Getting Started with Machine Drawing: Designing and Creating a Card,adobe illustrator,0.18140466269448027
12874408,Getting Started with Machine Drawing: Designing and Creating a Card,bot,0.18140466269448027
12874409,Getting Started with Machine Drawing: Designing and Creating a Card,bot eggbot,0.18140466269448027
12874680,Getting Started with Machine Drawing: Designing and Creating a Card,cards using,0.18140466269448027
12875772,Getting Started with Machine Drawing: Designing and Creating a Card,create cards,0.18140466269448027
12876806,Getting Started with Machine Drawing: Designing and Creating a Card,drawing software,0.18140466269448027
12876985,Getting Started with Machine Drawing: Designing and Creating a Card,eggbot,0.18140466269448027
12878889,Getting Started with Machine Drawing: Designing and Creating a Card,illustrator,0.18140466269448027
12878890,Getting Started with Machine Drawing: Designing and Creating a Card,illustrator inkscape,0.18140466269448027
2789006,Getting Started with Photogrammetry,photogrammetry,0.14142313150793423
4156586,Getting Started with Photogrammetry,photogrammetry,0.14142313150793423
4275506,Getting Started with Photogrammetry,photogrammetry,0.14142313150793423
2789682,Getting Started with Photogrammetry,program,0.14008043524385658
4157262,Getting Started with Photogrammetry,program,0.14008043524385658
4276182,Getting Started with Photogrammetry,program,0.14008043524385658
2793595,Getting Started with Photogrammetry,using,0.13272947842020713
4161175,Getting Started with Photogrammetry,using,0.13272947842020713
4280095,Getting Started with Photogrammetry,using,0.13272947842020713
2784941,Getting Started with Photogrammetry,getting,0.13094871348697534
3065165,Getting Started with Predictive Analysis,data science,0.18198895328359277
3585440,Getting Started with Predictive Analysis,data science,0.18198895328359277
3071779,Getting Started with Predictive Analysis,predictive analysis,0.1746564420276286
3592054,Getting Started with Predictive Analysis,predictive analysis,0.1746564420276286
3073487,Getting Started with Predictive Analysis,science,0.15776496929051495
3593762,Getting Started with Predictive Analysis,science,0.15776496929051495
3071777,Getting Started with Predictive Analysis,predictive,0.15753852735513246
3592052,Getting Started with Predictive Analysis,predictive,0.15753852735513246
3072143,Getting Started with Predictive Analysis,programming,0.11698218516208178
3592418,Getting Started with Predictive Analysis,programming,0.11698218516208178
3710462,Getting Started with SLA 3D Printing,parts,0.23072119422663043
3711104,Getting Started with SLA 3D Printing,printed parts,0.21054664440835794
3713235,Getting Started with SLA 3D Printing,sla,0.21054664440835794
3711100,Getting Started with SLA 3D Printing,printed,0.18474715078968934
3706230,Getting Started with SLA 3D Printing,form,0.1752732872880771
3711108,Getting Started with SLA 3D Printing,printing,0.17360332468457357
3708738,Getting Started with SLA 3D Printing,ll,0.11672359676001495
3703142,Getting Started with SLA 3D Printing,chemistry photopolymers,0.10527332220417897
3703524,Getting Started with SLA 3D Printing,common printing,0.10527332220417897
3704106,Getting Started with SLA 3D Printing,create solid,0.10527332220417897
6119222,Getting Started with Screen Printing,print,0.38548764000339314
8616542,Getting Started with Screen Printing,print,0.38548764000339314
11173322,Getting Started with Screen Printing,print,0.38548764000339314
6120884,Getting Started with Screen Printing,screen print,0.2873468902963595
8618204,Getting Started with Screen Printing,screen print,0.2873468902963595
11174984,Getting Started with Screen Printing,screen print,0.2873468902963595
6120881,Getting Started with Screen Printing,screen,0.20089557312069747
8618201,Getting Started with Screen Printing,screen,0.20089557312069747
11174981,Getting Started with Screen Printing,screen,0.20089557312069747
6124071,Getting Started with Screen Printing,workshop,0.16236097846591555
8648664,Getting Started with Spatial Sound (with Unreal Engine),spatial sound,0.218317224630634
10283814,Getting Started with Spatial Sound (with Unreal Engine),spatial sound,0.218317224630634
13123029,Getting Started with Spatial Sound (with Unreal Engine),spatial sound,0.218317224630634
13806819,Getting Started with Spatial Sound (with Unreal Engine),spatial sound,0.218317224630634
15233859,Getting Started with Spatial Sound (with Unreal Engine),spatial sound,0.218317224630634
8640643,Getting Started with Spatial Sound (with Unreal Engine),enhanced,0.21304162218618877
10275793,Getting Started with Spatial Sound (with Unreal Engine),enhanced,0.21304162218618877
13115008,Getting Started with Spatial Sound (with Unreal Engine),enhanced,0.21304162218618877
13798798,Getting Started with Spatial Sound (with Unreal Engine),enhanced,0.21304162218618877
15225838,Getting Started with Spatial Sound (with Unreal Engine),enhanced,0.21304162218618877
1416086,Getting Started with eTextiles,electronics,0.2977457710237119
5786396,Getting Started with eTextiles,electronics,0.2977457710237119
8224256,Getting Started with eTextiles,electronics,0.2977457710237119
11301311,Getting Started with eTextiles,electronics,0.2977457710237119
13813496,Getting Started with eTextiles,electronics,0.2977457710237119
15627026,Getting Started with eTextiles,electronics,0.2977457710237119
18421646,Getting Started with eTextiles,electronics,0.2977457710237119
18927056,Getting Started with eTextiles,electronics,0.2977457710237119
1423824,Getting Started with eTextiles,sewing,0.21976255989955842
5794134,Getting Started with eTextiles,sewing,0.21976255989955842
381988,Getting Started with the Internet of Things,readings,0.21154842552786146
3607693,Getting Started with the Internet of Things,readings,0.21154842552786146
6268528,Getting Started with the Internet of Things,readings,0.21154842552786146
7859083,Getting Started with the Internet of Things,readings,0.21154842552786146
10178023,Getting Started with the Internet of Things,readings,0.21154842552786146
378011,Getting Started with the Internet of Things,internet,0.19810215330136705
3603716,Getting Started with the Internet of Things,internet,0.19810215330136705
6264551,Getting Started with the Internet of Things,internet,0.19810215330136705
7855106,Getting Started with the Internet of Things,internet,0.19810215330136705
10174046,Getting Started with the Internet of Things,internet,0.19810215330136705
3190389,Getting Started with the Raspberry Pi: Building and Controlling Beginner Projects,pi,0.34077226449714326
6490419,Getting Started with the Raspberry Pi: Building and Controlling Beginner Projects,pi,0.34077226449714326
7545834,Getting Started with the Raspberry Pi: Building and Controlling Beginner Projects,pi,0.34077226449714326
9329634,Getting Started with the Raspberry Pi: Building and Controlling Beginner Projects,pi,0.34077226449714326
14324274,Getting Started with the Raspberry Pi: Building and Controlling Beginner Projects,pi,0.34077226449714326
3191446,Getting Started with the Raspberry Pi: Building and Controlling Beginner Projects,raspberry,0.2555791983728574
3191447,Getting Started with the Raspberry Pi: Building and Controlling Beginner Projects,raspberry pi,0.2555791983728574
6491476,Getting Started with the Raspberry Pi: Building and Controlling Beginner Projects,raspberry,0.2555791983728574
6491477,Getting Started with the Raspberry Pi: Building and Controlling Beginner Projects,raspberry pi,0.2555791983728574
7546891,Getting Started with the Raspberry Pi: Building and Controlling Beginner Projects,raspberry,0.2555791983728574
1599909,Getting started with social media analytics on Crimson Hexagon,platform,0.31147854817540604
1602447,Getting started with social media analytics on Crimson Hexagon,social media,0.20765236545027072
1602440,Getting started with social media analytics on Crimson Hexagon,social,0.1740456182586571
1591020,Getting started with social media analytics on Crimson Hexagon,analytics platform,0.1344857523137293
1592123,Getting started with social media analytics on Crimson Hexagon,capabilities share,0.1344857523137293
1592128,Getting started with social media analytics on Crimson Hexagon,capacities,0.1344857523137293
1592129,Getting started with social media analytics on Crimson Hexagon,capacities platform,0.1344857523137293
1593023,Getting started with social media analytics on Crimson Hexagon,content especially,0.1344857523137293
1593200,Getting started with social media analytics on Crimson Hexagon,coverage,0.1344857523137293
1593201,Getting started with social media analytics on Crimson Hexagon,coverage search,0.1344857523137293
9434645,Getting to Know Atlas.ti: A Brief Introduction,qualitative,0.2565172230914044
14340095,Getting to Know Atlas.ti: A Brief Introduction,qualitative,0.2565172230914044
9437631,Getting to Know Atlas.ti: A Brief Introduction,tool,0.1919202029541525
14343081,Getting to Know Atlas.ti: A Brief Introduction,tool,0.1919202029541525
9434650,Getting to Know Atlas.ti: A Brief Introduction,qualitative data,0.1843298471443572
14340100,Getting to Know Atlas.ti: A Brief Introduction,qualitative data,0.1843298471443572
9427296,Getting to Know Atlas.ti: A Brief Introduction,data analysis,0.18235595375056132
14332746,Getting to Know Atlas.ti: A Brief Introduction,data analysis,0.18235595375056132
9427295,Getting to Know Atlas.ti: A Brief Introduction,data,0.145054651458645
14332745,Getting to Know Atlas.ti: A Brief Introduction,data,0.145054651458645
1758355,Graphing in Excel,excel,0.35861869474791236
1756955,Graphing in Excel,data,0.20165173843501405
1768203,Graphing in Excel,visualization,0.18068847346612651
1755782,Graphing in Excel,chart,0.166289999631396
1757082,Graphing in Excel,data visualization,0.15210430572752576
1761482,Graphing in Excel,look,0.14151206157054863
1755244,Graphing in Excel,best,0.09794224200306788
1754310,Graphing in Excel,advanced visualization,0.09450068390299003
1754686,Graphing in Excel,apply best,0.09450068390299003
1755044,Graphing in Excel,available excel,0.09450068390299003
14836945,Head Heart Hustle Workshop,change,0.1886856322669973
14847758,Head Heart Hustle Workshop,student,0.13585440170821841
14836948,Head Heart Hustle Workshop,change partners,0.11332909691078777
14836953,Head Heart Hustle Workshop,change world,0.11332909691078777
14838059,Head Heart Hustle Workshop,creativity teamwork,0.11332909691078777
14838389,Head Heart Hustle Workshop,definitely,0.11332909691078777
14838390,Head Heart Hustle Workshop,definitely miss,0.11332909691078777
14838789,Head Heart Hustle Workshop,discussion creativity,0.11332909691078777
14839039,Head Heart Hustle Workshop,easier leave,0.11332909691078777
14839602,Head Heart Hustle Workshop,expected definitely,0.11332909691078777
13371199,Hill Library Makerspace Orientation,makerspace,0.2787175894040014
13475254,Hill Library Makerspace Orientation,makerspace,0.2787175894040014
13534714,Hill Library Makerspace Orientation,makerspace,0.2787175894040014
13936069,Hill Library Makerspace Orientation,makerspace,0.2787175894040014
14040124,Hill Library Makerspace Orientation,makerspace,0.2787175894040014
14159044,Hill Library Makerspace Orientation,makerspace,0.2787175894040014
14441479,Hill Library Makerspace Orientation,makerspace,0.2787175894040014
14753644,Hill Library Makerspace Orientation,makerspace,0.2787175894040014
14946889,Hill Library Makerspace Orientation,makerspace,0.2787175894040014
15154999,Hill Library Makerspace Orientation,makerspace,0.2787175894040014
2229252,How to Build a Professional Website with Wix.com,website,0.334772338052896
2224787,How to Build a Professional Website with Wix.com,professional,0.30307860346685284
2224797,How to Build a Professional Website with Wix.com,professional portfolio,0.19024724858937725
2224318,How to Build a Professional Website with Wix.com,portfolio,0.18496089091750764
2214929,How to Build a Professional Website with Wix.com,academia did,0.10840740879412684
2215219,How to Build a Professional Website with Wix.com,allow website,0.10840740879412684
2216029,How to Build a Professional Website with Wix.com,beginners numerous,0.10840740879412684
2216330,How to Build a Professional Website with Wix.com,build website,0.10840740879412684
2216333,How to Build a Professional Website with Wix.com,builder great,0.10840740879412684
2216350,How to Build a Professional Website with Wix.com,building professional,0.10840740879412684
16952620,IRB Basics Part I:  An Introduction to the IRB process at NC State,irb,0.4159155916817728
17131000,IRB Basics Part I:  An Introduction to the IRB process at NC State,irb,0.4159155916817728
17443165,IRB Basics Part I:  An Introduction to the IRB process at NC State,irb,0.4159155916817728
838960,IRB Basics Part I:  An Introduction to the IRB process at NC State,irb,0.40613587709370946
14410705,IRB Basics Part I:  An Introduction to the IRB process at NC State,irb,0.40613587709370946
15064765,IRB Basics Part I:  An Introduction to the IRB process at NC State,irb,0.40613587709370946
15793150,IRB Basics Part I:  An Introduction to the IRB process at NC State,irb,0.40613587709370946
16714780,IRB Basics Part I:  An Introduction to the IRB process at NC State,irb,0.40613587709370946
17903980,IRB Basics Part I:  An Introduction to the IRB process at NC State,irb,0.3333041247571074
18513445,IRB Basics Part I:  An Introduction to the IRB process at NC State,irb,0.3333041247571074
17948575,IRB Basics Part II: Handling Your Data and Assessing Risks &amp; Benefits,irb,0.3092473112437422
18543175,IRB Basics Part II: Handling Your Data and Assessing Risks &amp; Benefits,irb,0.3092473112437422
18914800,IRB Basics Part II: Handling Your Data and Assessing Risks &amp; Benefits,irb,0.3092473112437422
19271560,IRB Basics Part II: Handling Your Data and Assessing Risks &amp; Benefits,irb,0.3092473112437422
2255695,IRB Basics Part II: Handling Your Data and Assessing Risks &amp; Benefits,risks,0.2970381360063328
15203110,IRB Basics Part II: Handling Your Data and Assessing Risks &amp; Benefits,risks,0.29309539397725193
16199065,IRB Basics Part II: Handling Your Data and Assessing Risks &amp; Benefits,risks,0.29309539397725193
16570690,IRB Basics Part II: Handling Your Data and Assessing Risks &amp; Benefits,risks,0.29309539397725193
16734205,IRB Basics Part II: Handling Your Data and Assessing Risks &amp; Benefits,risks,0.29309539397725193
16972045,IRB Basics Part II: Handling Your Data and Assessing Risks &amp; Benefits,risks,0.29309539397725193
17914140,IRB Basics: eIRB Application Workshop,citi,0.2973035670551106
17922471,IRB Basics: eIRB Application Workshop,prp,0.2973035670551106
18256035,IRB Basics: eIRB Application Workshop,citi,0.2973035670551106
18264366,IRB Basics: eIRB Application Workshop,prp,0.2973035670551106
